Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,reviews,Sentiment,Emotion,rating
147,B0017I8UME,AKX0RW482WAFD,Barbie,2,2,2,1224633600,BROKEN BOTTLE BOTTOMS!,salsa smell delicious think probably unfortunately person amazon packer probably several little stuffing work especially bottom therefore bottom break three bottle reach computer tell return cause food item look customer service tag find none new face lift seem proud new face lift butthey least place contact emergency like buy lot stuff come styrofoam box never would ship thingsbr especially salsa cardboard box stripe large bubble wrap matter much carrier feed ex careful go break somewhere along line especially glass container barbara l,Positive,Joyful😄,2
148,B0017I8UME,ATBE88PKKQTRA,Matthew R Lehmkuhler,0,0,5,1344384000,Love the salsa!!,one good salsas find long time stay away variety pack two come worth money,Positive,Joyful😄,5
149,B0064KU9HO,AJFIH0DZYJF7T,Lisa Barton,0,0,3,1350345600,Ehhh...,remind dog treat make use pumpkin cinnamon they re kind bland favorite back nature product finace really love that s three star come,Positive,Joyful😄,3
150,B0037ZFEW4,ABTKZKAWOK4DC,huntersgun,3,3,5,1326153600,awesome cornmeal,good cornmeal make regular cornbread hot water cornbread meal outstanding also fry oyster meal give great texture flovor,Positive,Joyful😄,5
151,B00374XSVY,AC567LXSKDNC1,Teeebooo,0,0,5,1341446400,GREAT marinade!,fabulous marinade love use chicken either bake oven grill enough flavor flair I ve even use dinner party receive rave review guest definitely worth price super cheap super easy love,Positive,Joyful😄,5
152,B00374XSVY,A2PW7DRW757OL0,Chris,0,0,5,1335052800,Awesome stuff,work chicken fish beef pork fast easy make taste excellent plus buy bulk box store,Positive,Joyful😄,5
153,B005P0HHGK,AISCBGJRPPZ5G,"KT ""loves to read""",0,0,4,1326585600,tastes good,get brother jorge cruise diet decide try one actually taste pretty good,Positive,Joyful😄,4
154,B002HQAXUW,A17ESTP5T7T1PH,Bumbeda1,1,1,1,1324944000,Rip off Price,single sell store box single I m sure amazon selling box single hazelnut coffee creamer favorite truly good buy,Positive,Joyful😄,1
155,B000SV90J8,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1267401600,JELL-O,awesome yummy flavor get healthy alternative dessert normally eat glad many thing jello dessert still taste good good definitentally purchase product flavor wonderful,Positive,Joyful😄,5
156,B000SV90J8,A3OO3TXDSIJDHY,pianolover,0,0,5,1323648000,Great flavor of Jell-o.,go grocery store look flavor jello green tomato jam recipe finally find jello wonderful evidently carry store summer harvest time fall could not find anywhere town jello taste like watermelon jam recipe make take like watermelon jam great make regular jello yummy,Positive,Joyful😄,5
157,B0036VM05I,AUIVXYS8E4DEX,Dr. Christopher Lee,1,1,5,1327708800,Great Deal,deal healthy salt use box last family year problem iodize sea salt raise blood pressure regular salt,Positive,Joyful😄,5
158,B0036VM05I,A335SFRERY214N,"D. Melo ""Character Connoisseur""",0,0,5,1349481600,Great tasting sea salt WITH iodine,perfect size sea salt table picnic basket love shake well clumping flow freely,Positive,Joyful😄,5
159,B000ITVLE2,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",17,19,5,1260057600,tastes very fresh,span classtiny length minsbr br spanthe expiration date month day buy product tuna tomato combination delicious one many item reorder amazon every month sobr edit add short video see combination look likebr br wear one headlamp do not good job focus tunabr film do not look like many people view product anyway,Positive,Joyful😄,5
160,B000ITVLE2,A395S4RA1X7BFB,Pen_Name123,3,3,5,1315872000,Simple but good,I ve never hear safcol brand tired try typical pouch starkist chicken sea really surprise thought bit well brand less seasoning,Negative,Angry😠,5
161,B000ITVLE2,ADL44P8Z4A3M5,"A. Goldsmith ""Media Hound""",2,2,5,1323043200,tasty!,good taste tuna pack make opinion make great go snack really satisfy tomato,Positive,Joyful😄,5
162,B000ITVLE2,A1K37I9HWF3SAI,James R. Mckinney,1,1,3,1349222400,Not the greatest tasting..,always purchase starkist tuna thought would try brand change pace taste tuna pleasant much basil spice,Positive,Joyful😄,3
163,B000ITVLE2,A6Y8N2GHDH0ZO,Matty,0,0,4,1348272000,Not Bad,I m familiar safcol brand tuna addict give shoot tuna taste like good quality find tomato basil flavor bit bland well something plain do not pack punch hope still great option low calorie low fat meal,Positive,Joyful😄,4
164,B000ITVLE2,A5X6PJANY4XW4,"Tcat Houser ""A Customer""",0,0,5,1348099200,"Right size, taste",find much tasty plain tuna pouch excellent quality need dress upbr br put micro power minute shazambr br believe little heating bring flavor,Positive,Joyful😄,5
165,B000ITVLE2,ARTBQH9WOZTIV,"Billy Wilson ""amzrview""",0,4,1,1269216000,Tasteless but low calorie,seriously product tasteless come much well taste product calorie well special k bar cookie snack pack season combine something else share flavor,Negative,Angry😠,1
166,B003TQQKFQ,A2TUJ3MOKXZVYK,Amy,1,1,5,1338508800,This stuff is sooooo good!,read pomegranate molasse try have not make anything yet eat little bit time wow decadent dark syrupy sour little sweet dab forget dessert really unique flavor please metallic undertone yum I m go try make fesenjan next,Positive,Joyful😄,5
167,B003TQQKFQ,A2QHQM3HHFUSHG,Catherine Lea,2,3,5,1334102400,Best Stuff Ever,use moroccan recipe syrup brilliant mixed beverage swirl top slice orange soak orange water wonderful wonderful stuff,Positive,Joyful😄,5
168,B007B9J6G2,A34YK0ZTWOR858,NikkiBast,1,1,1,1345420800,Very Low quality,do not know long sit back shelf somewhere old would not cook throw half skin damage clear sign dry bean past prime can not even return ask refund food returnable find different brand use fifty serving bean throw away,Negative,Angry😠,1
169,B0064KO0BU,A34D61RQILOKIJ,TampaBayGal,1,1,1,1350086400,Not Banana Runts,besides small runt look consistency unfortunately taste nothing like banana runtsnor even taste good yucky stuff try return vendor,Negative,Angry😠,1
170,B0064KO0BU,AAV3AEI6YSYA2,sue,0,0,3,1345766400,Banana Heads Not Banana Runts,item fine banana head like banana runt alot small also receive item packaging great banana head come open shipping packing envelope,Positive,Joyful😄,3
171,B0064KO0BU,A104Y49ZQ4CYJ2,"H. Adams ""hollya""",0,0,5,1344816000,Worked great!,purchase giveaway baby shower jungle theme work perfect small bag candy purchase want small bag would purchase large bag,Positive,Joyful😄,5
172,B001IUKD76,A2KVCXTQVN18KI,"A. Martin ""tony_fourbu""",3,3,5,1283299200,Ricore forever,drunk ricore since mother allow drink caffeine love stuff milkbr much smoother tasty instant coffee milk french live usbr bring back box ricore every opportunity savora another hide gem bringbr back check,Positive,Joyful😄,5
173,B001IUKD76,A2K8UBI64T0BM8,A. Carriglio,3,3,5,1262131200,Delicious!,first drink mother bring back visit home brittany france think delicious wish bit cheap love product,Positive,Joyful😄,5
174,B0081XN2HQ,A3HUV0ZQPXO3V7,Pink Dandy Chatter,0,0,5,1344902400,"Fluffy, Soft, Delicious and Sugary Sweet",could not wait try cinnamon coffee cake make fresh egg creamy sour cream madagascar bourbon vanilla top fill cinnamon streusel cinnamon coffee cake available online fair share cinnamon coffee cake let tell fantasicake cinnamon coffee cake really take cake size price quality tastebr cake arrive fast carefully package arrive almost perfect condition also come large tub white ice drizzle top serve could not believe large size actually feed family we enjoy breakfast three day cake thick almost solid sponge cake type consistency really moist fill flavor die sticky cinnamon outside sweet cinnamon vanilla swirl throughout inside cake ice really top beautifully give moist sticky sweet flavor pair cake morning coffee you ve get perfect breakfast treat,Positive,Joyful😄,5
175,B0025VRCJY,A3PPOTV6659ATF,Jerald,5,6,4,1280793600,Great but not as good as it was back in the day as a teen,use love grow stop drink water lemon juice brand year ago stuff use strong use pour mouth get alive feeling go feel like product go change add water something make strong strong less use well product still really good taste quality cheap brand name almost think would go fast hey lemon stuff love unless go bad good product wish still hit mouth chug sensation use like,Positive,Joyful😄,4
176,B0025VRCJY,A2VYRRDJN2UKWB,"Dario Quinonez ""aprilkid""",1,1,5,1299974400,EXCELLENT LEMON JUICE,one good lemon juice try recur customer due high quality product season fresh lemos one supplement need citrus kitchen refreshmentsbr br continue buy,Positive,Joyful😄,5
177,B0025VRCJY,A2ACUGNVT36JYX,Lyannah,0,0,5,1325203200,Great Product,lemon juice must kitchen yearround powerful flavor do not need much z dish add spritz water nearly every daybr br buy product,Positive,Joyful😄,5
178,B0025VRCJY,A3F8JQ5J29GWUV,qv240,0,0,5,1315526400,Handy,fast delivery good product lemon juice concentrate find store really handy around add sauce dressing etc pain squeeze fresh juice everytime need nevermind lemon hand begin,Positive,Joyful😄,5
179,B0025VRCJY,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",0,2,4,1293926400,ReaLemon Juice from Amazon.,good frozen lemon juice good slightly odd flavor perhaps preservative sure wish could order frozen juice,Positive,Joyful😄,4
180,B005CJVVJ8,A3O8ZE8BHREE0W,Tom Falcon,8,8,4,1314316800,"relaxing, almost like something you smoke",could not believe tell relax beverage seriously drink get ready nap bedtime plan drive perform activity recommendedbr br feel arm leg almost tingle relaxation short time eye start get droopy another placebr br love stuff,Positive,Joyful😄,4
181,B005CJVVJ8,A3BSTFFIKK5YTW,"BOATS99 ""BOATS99""",6,6,4,1327968000,Never paid that much !,buy grocery outlet seattle tacoma case tweleve pay yes dollar like taste great bad either low calorie buy whacked price,Positive,Joyful😄,4
182,B005CJVVJ8,A3F44FUPG97AA9,Monie,1,1,5,1339545600,Marley's Mellow Mood Lite - Half Tea Half Lemonade,great product taste great work exactly describe superb natural sleep aid amazing,Positive,Joyful😄,5
183,B005CJVVJ8,A1AL946PZ24084,Melinda K. Sanders,0,0,3,1334707200,Great product to help you sleep,look natural way help we sleep since always seem overloaded stress busy schedule yes we d probably well serve take yoga class good second choice help fall asleep stay asleep drank half first night plenty minute ready bed wake refresh sleepydrug hangover huge bonusbr br give product star instead deserve pack job marginal good product arrive broken bottle price loss bottle glass wrap one layer smallbubble bubble wrap around case place large box extra room move around box big packing fail product awesome,Positive,Joyful😄,3
184,B001KUUNP6,A262Z0S6PT9U16,Lee Thombley,3,3,5,1292716800,Perfect for gluten-free chocolate chip cookies,make chocolate chip cookie brm garbanzo bean flour result fantastic brown sugar chocolate mask bean taste review mention friend could not discern difference classic cccs texture body elasticity mean reduce tendency fall apart occur glutenfree flour nice chewy cccs make regular flour add bonus high protein fiber level calculate g fibercookie fill satisfy small serving glycemic index significantly lowerbr br highly recommend flour even cccs thing make,Positive,Joyful😄,5
185,B001KUUNP6,A317BY3IPZ83MJ,"James G. Colet ""psychocarp""",3,3,5,1235520000,Garbonzo  Bean Flour,great stuff make really tasty banana bread good quality low price town,Positive,Joyful😄,5
186,B001KUUNP6,A18VJ0WOQAIZYD,Ean Behr,0,0,5,1337299200,yum falafel,trouble find locally delivery fast hunt flour aisle local grocery store,Neutral,Calm😌,5
187,B000NY8ODS,A1IU7S4HCK1XK0,Joanna Daneman,2,2,5,1333843200,"Make a fresh fruit tart, light and beautiful",packet glaze secret make european style fresh fruit tart make one pie auction church friend request something strawberry offer make amazing relatively healthy fruit tart bake base layering uncooked fresh slice fruit pour madeup content one packet harden room temperature hold fruit together slice tart let beauty arrange fruit show I ve also see glaze use cheesecake hold fruit top place personally like cheesecake rich fruit glaze cheesecake gorgeous admit slice fruit layer cheesecake still springform pan pour glaze let set remove springform you ll clear layer fruit top cheesecake cherry strawberry slice mango nice good one ever use thin slice lemon gently poach sugar syrup layer cakebr br use base sponge cake bake shallow form basis pate sucre kind french pastry bit like sugar cookie work well flute straightsided form also make minitart muffin pan prebake mold layer pie crust even commercial crust work though prefer pate sucre hold shape well substantial well crumb blindbake muffin tin line pate pop fill fresh fruit berry great pour glaze people put layer creme patisserie pastry cream like custard stabilize flour fruit happen think taste bestbr br get bake glaze musthave shelf ingredient vegan tapioca starch carrageenan dextrose cream tartar locust bean gum look make vegan tofu cheesecake use top well use fruit tart nut crust base,Positive,Joyful😄,5
188,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,1236124800,Miracle,scottie full hot spot use within week hot spot go smell kinda strong bad tolerablel,Positive,Joyful😄,5
189,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,1314403200,not bad for instant healthy coffee,buy coffee much cheap ganocafe organic reishi mushroom well healthy antioxidant do not expect taste good actually I ve day totally worth sister take ganocafe I m introduce less expensive similar coffee follow product week,Positive,Joyful😄,4
190,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,1340582400,It's ok,coffee finely process flavor alright nescafe mount hagen well buy try something two probably will not get slight vitaminy taste overwhelming also bit pricey get,Positive,Joyful😄,3
191,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,1339027200,I love it!,coffee great organic ingredient pesticide worry plus taste good healing effect ganoderma,Positive,Joyful😄,5
192,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,1338249600,great taste and has health benefits!,like people mention coffee great taste I ve try different instant coffee one one well one another one favorite want try though organic africafe pure instant coffee,Positive,Joyful😄,5
193,B004V6AH34,AJZ2A9UOJK0RB,LK,0,0,5,1336089600,Tastes Great. Arrived in 2 days!,taste great give energy without jitter love productbr however wish come sort resealable jar hard plastic container instead ziplock pouch ziplock rip quit work awhile product fantastic crazy packaging,Positive,Joyful😄,5
194,B0028C44Z0,A19NGYCQ1NCF3W,S. Haney,2,2,5,1323820800,Great for after lunch,little guy tasty refreshingbr br usually eat salad lunch terrible thing breath eat lunch small find sufficiently resolve problembr br they re sugar free sugar actually help smelly bacteria grow great they re tasty enough almost think part lunchbr br good bulk value buy i d highly recommend mint cheer,Positive,Joyful😄,5
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,"Nice little mints, but pricey.",like well regular altoid they re even costly you d well like,Neutral,Calm😌,4
196,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,1300406400,Altoids mini mints tins,little tin sugar free mine mint great dealthere perfict gofifty mint per tin right amount cary alongand safe tooth one sugarthe price twelve dollar resonablealso great shareingif look mint try onesyoull glad,Positive,Joyful😄,5
197,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,1274054400,Altoids Smalls-Wintergreen,prosbr packaging shipping pricebr sell year expiration date enough eatshare boxesbr fresh like regular wintergreen powdery form real mintbr br con none,Positive,Joyful😄,5
198,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,1278460800,Sugarfree...,careful eat many one day one chemical laxative lololol,Positive,Joyful😄,3
199,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,1265932800,Tasty!!,mint really strong great taste also convenient size carry pocket purse,Positive,Joyful😄,5
200,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,1344729600,These mints are awesome!,huge supply I m still work plenty spare much effective buy one grocery store every time want mint,Positive,Joyful😄,5
201,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,1330819200,Altoids Smalls,even small container do not fill little tin less half fill price charge seem ripoff exotic ingredient costly gold contain tiny square cereal ploy fill factory settle transportbr manufacturer honest dealing,Positive,Joyful😄,2
202,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,1320710400,Love these! And reusable containers,love use empty container medicineadvil purse desk suitcase also line feel keep earring perfect little size disguise small valuable travel love mint tiny powerful without burn mouth,Positive,Joyful😄,5
203,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,1320451200,Altoids,receive show mother law like walgreen quit carry great could get amazon,Positive,Joyful😄,5
204,B0028C44Z0,A2Q8F5N7HQXWDW,Bell Girl,0,0,4,1316908800,A huge hit at the office!,keep case office always least tin two desk visitor help folk stop grab mint other pop like candy meet find someone keep come back give tin one coworker ask save tin could use pillbox safety pin box like say they re real hit since would not able keep hand candy dish good alternative around nice around garlic lunch give item star be not tasty sugar version mint sugar free item good full sugar counterpart fact tin wrap plastic seem like waste irritate remove although totally get wrap still do not make easy deal,Positive,Joyful😄,4
205,B0028C44Z0,A2RMYCQIST622H,Dan,1,2,5,1322438400,"Love 'em, they're great!",tiny altoid great quick breath freshen small box great portability full compactbr br have not run yet probably will not couple month can not wait buy,Positive,Joyful😄,5
206,B0028C44Z0,A27D5IRAIGLOG5,Texan Gal,1,2,5,1271635200,Love these!,love wintergreen altoid smalls much come write review package small convenience altoid small well square shape blue hue even delicious taste opinion definitely prefer regularsize altoid continue purchase highly recommend,Positive,Joyful😄,5
207,B0028C44Z0,A5F7YR0G7H9HR,Ma J. Vargas Peña,0,1,5,1315180800,fresh!,fresh scent taste easy eat one tin hour use favor everyone love,Positive,Joyful😄,5
208,B0028C44Z0,A2E0MNOYZI00VW,Deborah Laux,1,3,5,1314662400,Wintergreen Me,hard find wintergreen smalls sugar free stores red smalls peppermint common flavor wintergreen refresh absolutely delicious drive cross country someone cut turn daughter hand say wintergreen pull one put hand right world,Positive,Joyful😄,5
209,B0028C44Z0,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",0,3,1,1314489600,These just don't do it for me as breath mints,nothing like regular altoid breath mint pleasanttaste little candy cute convenient tin that s far go mintiness strong wintergreen definitely weak peppermint mini I m dragonbreath person still one mint small effect breath four five freshen breath short maybe minute point think icebreaker frost mint good sugar free breath mint,Positive,Joyful😄,1
210,B0009XLVGA,A3S84SEN2Z6DZU,"EJ ""Seayhorse""",2,2,5,1299283200,"better than average, more expensive than average.",feed cat lot stuff boy cat picky eater love purina love nutro love iam love whatever feed thembr br review base affectionate owner love certain age instruct vet consider senior food low carb food cattie fatty try type food evince change make litter superstink small kibble cat barf do not chew swallow itbr br felidae do trick problem speak consistent litter bearable nose cat love kibble sized appropriate chew here kickerbr feed cat felidae demeanor improve coat super soft lush new improvement directly attribute food loyal felidae consumersbr br additionally absence corn product feed seem lessen remove reaction friend catallergie,Positive,Joyful😄,5
211,B0009XLVGA,A2U3Z5S70AE80V,Margaret,2,2,5,1267920000,My cat loves it!,start cat felidae platinum week ago love she s old cat somewhat overweight grouchy temperament first mixed previous food figure eat felidae leave old food she s felidae ten day old food entirely much sweet happy cat think must agree well easily digest something case happy purchaser felidae do not agree previous reviewer cat do not like clearly mine,Positive,Joyful😄,5
212,B0009XLVGA,ATHUN0PJ0MG0P,"R. Cross ""LVWolfman""",1,1,5,1315008000,Great For Fat Cats and Senior Citizens,three cat young eleven year old another fifteen old well ancient vet tell we ten year ago young blob lay look like footstool two arthritic skinnybr br since success canidae platinum senior dog figure we d give try cat i d low ash purina one urinary tract formula entire life thankfully ut problemsbr br buster youngest still blob six month plus felidae senior overweight cat however two much active tell really feel well since change food felidae even prissy ancient one start play tease dog get chase purina one want sleepbr br think get cat fairly early weight problem it ll effectivebr br however glucosamine certainly help old fur ball happy life,Positive,Joyful😄,5
213,B0009XLVGA,A2LWOW7SO2QPML,JHexatthewheel,0,1,2,1310515200,Nearly killed the cats,much good thing work kibble time slowly shift percentage felidae national junkfood brand bowl natural time cat could not keep mess we ve move,Positive,Joyful😄,2
214,B0009XLVGA,A1NHQNQ3TVXTZF,"Desert Girl ""chrissylovesherhusband""",3,10,1,1220227200,CHANGED FORMULA MAKES CATS SICK!!!!,canidae felidae also change formula cat like change come food change without put label notice color food change smell notice also reviewd canidae happen time dog issuesbr br prior change food almost lose two cat move new home cat get upset change enviorment loud noise stop eat depend cat two stop eat lose lot weight take vet take month get back normal year since well formula food changedbr br start noitce eat much start bug we ask shop owner feed store knowledge change food be not customer yell dog food make dog sick right away change cat food start chowe have not suffer one bit like dog havebr br cat sensitve animal change thier food could cause stop eat anyone think purchasing food rescue fix cat none picky eater change formula could death find change formulabr br urge anyone problem go consumer affair website also fda website write letter let know affect animal canidae care change affect animal tell buy horrible,Negative,Angry😠,1
215,B002TDK0VK,A3FU8FVBZ8ZODD,D. Anthony,0,1,4,1320796800,Best by the case,do not buy order case can not even remember first time taste anchovy stuff olive try several brand online brand favorite,Positive,Joyful😄,4
216,B002TDK0VK,A24HJWXL3LHULM,scott Smith,0,1,5,1289865600,Looking for a different flavor?,order olive lot unlike olive subtle flavor brine go great cheese one favorite appetizer treat guest,Positive,Joyful😄,5
217,B002TDK0VK,A3GRP8QRFGDH8T,Technically Proficient,1,4,1,1296086400,Price cannot be correct,hey description say gram roughly ounce per way approximate price gram,Negative,Angry😠,1
218,B0040WAG7Q,A19SDJ2TSSL8HI,K. McGee,0,0,3,1347667200,More Hot/Spicy than McCormick's Brand,husband kind wimpy come hot thing season bit spicy we definitely make sweat bit you re eat still edible we add good sized dollop sour cream do not think would buy due heat prefer milder mccormick brand fajita mix I ve also fajita couple different restaurant be not spicy mix isbr br like super spicy burn hot might want keep mind medium hot muchbr br give three star pretty easy make versatile could vary veggie put take plastic bag couple tbs vegetable oil cup water mix season water oil together add chicken strip bag let marinate minute meantime say stir fry veggie pepper onion find easy cook chicken veggie together do not think affected quality taste also use extra virgin olive oil rather vegetable oilbr br one package use next time I m go add veggie maybe chop tomato cut heat bit,Positive,Joyful😄,3
219,B001EO5ZMO,AW497M5SEXAPQ,Neal Pollack,5,5,5,1266105600,Ahmad Loose Imperial Blend Tea is great for the price,friend who d drink tea year introduce tea month ago even take store buy pound lb retail store little ship online merchant think great I ve drink earl grey english breakfast irish breakfast lapsang souchong assam etc lb ship aside lapsang souchong think great replacement rest everything I m look strong fullbodie black tea enough character keep become bore current favorite afternoon tea unless you re extremely jade tea snob you ll love,Positive,Joyful😄,5
220,B001EO5ZMO,A3KQ1480MHXXCW,M'ville,3,3,5,1272412800,Nice tea,love strong full bodied quality tea typically drink assam irish breakfast early grey tea reviewer note price per pound discourage search quality full bodied tea be not bitter palatable price point certainly fit bill unlike tea tend well one form another ie iced vs hot tea excellent form would certainly recommend anyone prefer smooth full bodied quality tea do not cost arm leg,Positive,Joyful😄,5
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,drink tea plain without sugar milk pleasant aromabr br price amazon cheap local grocery store one reviewer right think herbal smell make aroma label imperial blend kind imply herbbr br exactly black tea drinker tea surprise affordable usually prefer white chinese tea like white peony expensive require low temperature water black tea aroma kind remind softness white tea,Positive,Joyful😄,5
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,I ve try variety ahmad tea particularly like brand easy come across imperial blend believe complex yet well balanced one I ve try full body like good cup assam mean overpower delightful clean taste darjeerling complete long last note bergamot enjoy good evening give satisfy relax finish busy daybr br interested specific use teaspoon lose tea stainless steel infuser oz mug let steep f water min take infuser drink without sugar milk savor sophistication,Positive,Joyful😄,5
223,B001EO5ZMO,A3JP1UJAF8YY0F,Irish Stu,0,0,5,1308009600,My favorite tea,try literally dozen tea since introduce russian custom prepare drink tea ahmad imperial blend probably favorite due fact equally delicious hot ice buy threepack need amazon go rapidly family love friend home try one box love,Positive,Joyful😄,5
224,B001EO5ZMO,A8XEEORIXJNZL,Joseph Emmanuel,0,1,5,1330819200,Best tea ever!,excellent tea one well ever especially great prepare samovar,Positive,Joyful😄,5
225,B001EO5ZMO,A3A4GAPXRX5SHM,markiz,1,3,2,1282435200,Not a real tea,herbal additives blend destroy real tea taste people like herbal taste do not,Neutral,Calm😌,2
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,make tasty super easy meal fast high caloriesbr br instruction say saute veggie first recommend cooking chicken first chicken takes long cook raw chicken ontop veggie make slimy mess make snow pea carrot do not like little corn add red pepper flake heat serve ontop rice come wonderful dinner table less min,Positive,Joyful😄,4
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,think try every bloody mary mixer market one time much sugar bad corn syrup mixer natural ingredient tasty little kick enjoy,Negative,Angry😠,5
228,B007JFV6RK,A3LCMQ815MBJW9,Patty,1,1,5,1338163200,The Best,might little spicy stuff rock use v milder version well bloody caesarbr half mix half clamato,Negative,Angry😠,5
229,B007JFV6RK,A2UC5JUVHIF80L,Abendago,1,1,5,1334016000,Mcclures bloody Mary mix,take one two get use pickle taste aim hooked keep bottle hand,Neutral,Calm😌,5
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,candy describe middle almost hard silky smooth filling describedbr look taste like way past expiration datebr would never reccommend pay good chunk cash nothing,Positive,Joyful😄,1
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,Love this tea!,start drink power slim tea hcg diet help curb craving since like well try other hook satisfy drink time energy give extra pickmeup afternoon help keep go day matter long,Negative,Angry😠,5
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,Really Nice Taste!,I m try several wu yi tea like one particularly subtle citrus taste also natural sweetnessbr br ingredient include organic wuli cliff oolong tea mg organic black tea mg organic green tea extract mg proprietary blend mg plus ginseng panax orange peel lemon grass guarana ingredient natual orange citrus flavorsbr br goal drink tea less coffee enjoy try different kind tea every day ill come back one,Negative,Angry😠,5
233,B003ZFXJDW,A2HL6876LDPJIM,flageolet,0,0,5,1343692800,just give me some watermelon and citron sea salt,can not live without citron falksalt wonderful watermelon fish almost food require salt world try red juicy watermelon wonderful experience,Positive,Joyful😄,5
234,B003ZFXJDW,A2KPPGFMPD20M6,Linda Albert,0,0,1,1343692800,Furniture Polish Taste,terrible artificial lemon taste like pledge lemon furniture polish do not use plain flake salt fresh grate lemon z,Negative,Angry😠,1
235,B003ZFXJDW,AJ94Y22SUFCGU,Gwenhwyfar,0,1,5,1303257600,Big tub o' salt,thing huge love way crystal crunch flavor overpower subtle lemony flavor favoriteit good almost everything you ll plenty flavor salt long time buy,Positive,Joyful😄,5
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,"Taste is neutral, quantity is DECEITFUL!",taste white cheddar flat bread like regular cracker bad except buy want cheese tastebr br huge disappointment misleading packaging box photo box buy store make look like full long flatbread expand length width box wrong plastic tray hold cracker small around leave small flatbreadsbr br also bad company state use biodegradable ecofriendly package fail use huge box ridiculously small amount cracker ecofriendly allbr br would buy feel rip cracker like sesame tarragon give littlebr bang buck flavor,Negative,Angry😠,2
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,Eukanuba puppy small breed dog food,ultimate puppy food kibble great small breed high digestible nutrient oppose filler company use less waste result high quality ingredient hunt training showing handle various breed dog nearly year multiple national champion highly satisfied eukanubas quality result obtain feed food recent purchase wag amazoncom price well find good shipping immediately item stock,Positive,Joyful😄,5
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,High Quality... But it gave my dog wicked gas..,recommendation buy puppies lhasabichon mix lhasapoodle mix continue food since wean somewhat expensive food can not say terribly pleased loaded stuff head homebr br let say small dog never see gas issue consistently foul gas consistently usually they re sit lap know they re dogsbr br get first bag stuff purchase amazon great price since get lb bag price think lb bag petco continue gas mean love food do not get wrong love we d mix water would like soft food somehow make gas bad think ill give responsible speed chowe can not blame food gluttonybr br eventually switch food farting think due high fat content undoubtedly necessary small puppy need diet think advise keep much long useful say year yeah right try deal gas long around mos age switch puppychow much well grant do not like much human like whole lot well,Positive,Joyful😄,4
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,Great tasting green tea and such a great deal.,delicate green tea smooth light taste subtle floral tone bitter aftertastebr br year drink ahmad tea even disappoint superb quality ahmad tea remain consistent throughout yearsbr br happy find ahmad tea available thank amazon store carry area quite mile away current deal pack superb much cheap find locallybr br great taste tea happy recommend,Positive,Joyful😄,5
240,B0093NIWVO,A1JT114SOITFFO,Dan & Eileen,0,0,5,1350691200,OMG best chocolate jelly belly,fresha great way get little chocolate life without million calorie taste like chocolate pudding,Positive,Joyful😄,5
